EIN_YEAR,All Other Contributions,EIN,Federate Campaigns,Fundraising Events,Government Grants,Location (Zipcode),Membership Dues,Noncash Contributions,Organization Name,Related Organizations,Tax End Date,Tax Year,Total,Philanthropic_Total
952850121_2020,2712201,952850121,0,250845,10529880,92101,0,0,SERVING SENIORS,0,06-30-2021,2020,13492926,2963046
952850121_2019,3947673,952850121,0,53970,5623675,92101,0,0,SERVING SENIORS,0,06-30-2020,2019,9625318,4001643
952850121_2018,2248135,952850121,0,161620,4078668,92101,0,124834,SERVING SENIORS,0,06-30-2019,2018,6488423,2409755
952850121_2017,1739118,952850121,0,101071,3298204,92101,0,236047,SERVING SENIORS,0,06-30-2018,2017,5138393,1840189
952850121_2014,1926705,952850121,0,0,3260642,92101,0,565000,SERVING SENIORS,0,06-30-2015,2014,5187347,1926705
330602842_2021,27280,330602842,0,0,1659718,92123,0,0,THE ASSOCIATION FOR COMMUNITY HOUSING SOLUTIONS,0,12-31-2021,2021,1686998,27280
330602842_2020,25316,330602842,0,0,1598008,92123,0,0,TACHS,0,12-31-2020,2020,1623324,25316
952693142_2021,3187139,952693142,0,726095,82876281,91910,0,144304,SBCS CORPORATION,0,06-30-2022,2021,86789515,3913234
952693142_2020,4511207,952693142,0,0,93767513,91910,0,411334,SBCS CORPORATION,0,06-30-2021,2020,98278720,4511207
952693142_2019,2038952,952693142,0,165510,30495738,91910,0,78823,SOUTH BAY COMMUNITY SERVICES,0,06-30-2020,2019,32700200,2204462
952693142_2018,603727,952693142,0,230647,24769279,91910,0,148832,SOUTH BAY COMMUNITY SERVICES,0,06-30-2019,2018,25603653,834374
952693142_2017,505996,952693142,0,187711,23679156,91910,0,75340,SOUTH BAY COMMUNITY SERVICES,0,06-30-2018,2017,24372863,693707
952693142_2016,511375,952693142,0,158754,24108727,91910,0,194845,SOUTH BAY COMMUNITY SERVICES,0,06-30-2017,2016,24778856,670129
952693142_2015,546969,952693142,0,0,23412360,91910,0,278454,SOUTH BAY COMMUNITY SERVICES,0,06-30-2016,2015,23959329,546969
952693142_2014,491641,952693142,0,0,23927898,91910,0,189443,SOUTH BAY COMMUNITY SERVICES,0,06-30-2015,2014,24419539,491641
952693142_2013,1018122,952693142,0,149889,21811905,0,0,169822,SOUTH BAY COMMUNITY SERVICES,0,06-30-2014,2013,22979916,1168011
113723093_2020,183535,113723093,0,0,17841834,92123,0,0,REGIONAL TASK FORCE ON THE HOMELESS,0,06-30-2021,2020,18025369,183535
113723093_2019,182239,113723093,0,0,9344677,92123,0,0,REGIONAL TASK FORCE ON THE HOMELESS,0,06-30-2020,2019,9526916,182239
113723093_2018,865020,113723093,0,0,2505451,92123,0,0,REGIONAL TASK FORCE ON THE HOMELESS,0,06-30-2019,2018,3370471,865020
113723093_2017,738875,113723093,0,0,2021667,92123,0,0,REGIONAL TASK FORCE ON THE HOMELESS,0,06-30-2018,2017,2760542,738875
113723093_2016,65214,113723093,0,0,1922156,92123,6677,0,REGIONAL TASK FORCE ON THE HOMELESS,0,06-30-2017,2016,1994047,71891
113723093_2015,47330,113723093,0,0,1110060,92123,0,0,REGIONAL TASK FORCE ON THE HOMELESS,0,06-30-2016,2015,1157390,47330
113723093_2014,94796,113723093,0,0,991765,92123,0,0,REGIONAL TASK FORCE ON THE HOMELESS INC,0,06-30-2015,2014,1086561,94796
330496092_2021,10000,330496092,0,0,1863289,92123,0,0,COMMUNITY HEALTH IMPROVEMENT PARTNERS,0,12-31-2021,2021,1873289,10000
330496092_2020,25000,330496092,0,0,2015213,92123,0,0,COMMUNITY HEALTH IMPROVEMENT PARTNERS,0,12-31-2020,2020,2040213,25000
330496092_2019,262742,330496092,0,0,1970684,92123,0,0,COMMUNITY HEALTH IMPROVEMENT PARTNERS,0,12-31-2019,2019,2233426,262742
330496092_2018,231560,330496092,0,0,2193360,92123,0,0,COMMUNITY HEALTH IMPROVEMENT PARTNERS,0,12-31-2018,2018,2424920,231560
330496092_2017,763293,330496092,0,0,1412677,92123,0,0,COMMUNITY HEALTH IMPROVEMENT PARTNERS,0,12-31-2017,2017,2175970,763293
330496092_2016,1256636,330496092,0,82700,1528859,92123,0,0,COMMUNITY HEALTH IMPROVEMENT PARTNERS,0,12-31-2016,2016,2868195,1339336
330496092_2015,338135,330496092,0,74326,1470129,92123,0,0,COMMUNITY HEALTH IMPROVEMENT PARTNERS,0,12-31-2015,2015,1882590,412461
330496092_2014,382375,330496092,0,37687,820992,92123,0,0,COMMUNITY HEALTH IMPROVEMENT PARTNERS,0,12-31-2014,2014,1241054,420062
330496092_2013,471764,330496092,0,45878,828832,0,0,0,COMMUNITY HEALTH IMPROVEMENT PARTNERS,0,12-31-2013,2013,1346474,517642
953497926_2016,1221054,953497926,1043,0,1074638,92024,0,43662,COMMUNITY RESOURCE CENTER,0,06-30-2017,2016,2301695,1227057
330122462_2021,1564509,330122462,0,256845,6911240,92123,0,1248249,NAMI SAN DIEGO,0,06-30-2022,2021,8732594,1821354
330122462_2020,439141,330122462,0,162038,6535082,92123,0,0,NAMI SAN DIEGO,0,06-30-2021,2020,7136261,601179
330122462_2019,329605,330122462,0,160382,5532949,92123,0,2415,NAMI SAN DIEGO,0,06-30-2020,2019,6022936,489987
330122462_2018,139806,330122462,0,181702,5115093,92123,0,18300,NAMI SAN DIEGO,0,06-30-2019,2018,5436601,321508
330122462_2017,133191,330122462,0,142728,5085050,92123,0,0,NAMI SAN DIEGO,0,06-30-2018,2017,5360969,275919
330122462_2016,134460,330122462,0,17201,5311923,92123,1702,0,NAMI SAN DIEGO,0,06-30-2017,2016,5465286,153363
330122462_2015,255358,330122462,0,17785,4623871,92123,760,0,NAMI SAN DIEGO,0,06-30-2016,2015,4897774,273903
330122462_2014,71894,330122462,0,136342,3196819,92123,1618,0,NAMI SAN DIEGO,0,06-30-2015,2014,3406673,209854
330122462_2013,59229,330122462,0,153276,2117637,0,1881,0,NAMI SAN DIEGO,0,06-30-2014,2013,2332023,214386
465055513_2021,482512,465055513,0,0,3099056,92101,0,0,URBAN STREET ANGELS INC,0,12-31-2021,2021,3581568,482512
465055513_2020,225223,465055513,0,0,2397198,92101,0,0,URBAN STREET ANGELS INC,0,12-31-2020,2020,2622421,225223
465055513_2019,414072,465055513,0,0,1597401,92101,0,0,URBAN STREET ANGELS INC,0,12-31-2019,2019,2011473,414072
465055513_2018,112174,465055513,0,24381,713895,92101,0,0,URBAN STREET ANGELS INC,0,12-31-2018,2018,850450,136555
951648184_2021,624484,951648184,322,248049,103160048,92111,0,0,NEIGHBORHOOD HOUSE ASSN,0,06-30-2022,2021,104032903,872855
951648184_2020,718898,951648184,753,210773,94379296,92111,0,0,NEIGHBORHOOD HOUSE ASSN,0,06-30-2021,2020,95309720,930424
951648184_2019,598531,951648184,819,88990,97559202,92111,0,0,NEIGHBORHOOD HOUSE ASSN,0,06-30-2020,2019,98247542,688340
951648184_2018,638996,951648184,882,197990,95320956,92111,0,74436,NEIGHBORHOOD HOUSE ASSN,0,06-30-2019,2018,96158824,837868
951648184_2017,640431,951648184,2433,90000,92792453,92111,0,65505,NEIGHBORHOOD HOUSE ASSN,0,06-30-2018,2017,93525317,732864
951648184_2016,539917,951648184,4241,208120,85482020,92111,0,0,NEIGHBORHOOD HOUSE ASSN,0,06-30-2017,2016,86234298,752278
951648184_2015,573315,951648184,6215,193732,83944092,92111,0,0,NEIGHBORHOOD HOUSE ASSN,0,06-30-2016,2015,84717354,773262
951648184_2014,333272,951648184,7121,163374,81106064,92111,0,0,NEIGHBORHOOD HOUSE ASSN,0,06-30-2015,2014,81609831,503767
951648184_2013,466969,951648184,3876,89183,76395637,0,0,287665,NEIGHBORHOOD HOUSE ASSN,0,06-30-2014,2013,76955665,560028
941676390_2021,161051,941676390,0,0,2186940,95814,0,0,CALIFORNIA INDIAN LEGAL SERVICES INC,0,12-31-2021,2021,2347991,161051
941676390_2020,18802,941676390,0,0,2026456,92025,0,0,CALIFORNIA INDIAN LEGAL SERVICES INC,0,12-31-2020,2020,2045258,18802
952877102_2021,10756763,952877102,0,1748370,30839048,92705,0,1593022,OLIVE CREST,0,06-30-2022,2021,43344181,12505133
952877102_2020,7369758,952877102,0,1059264,23230878,92705,0,1305317,OLIVE CREST,0,06-30-2021,2020,31659900,8429022
952877102_2019,6938204,952877102,0,869676,24484051,92705,0,1041307,OLIVE CREST,0,06-30-2020,2019,32291931,7807880
952877102_2018,7598041,952877102,4000,678924,23349562,92705,0,1550404,OLIVE CREST,0,06-30-2019,2018,31630527,8280965
952877102_2017,7943754,952877102,96,605500,16321385,92705,0,1400071,OLIVE CREST,0,06-30-2018,2017,24870735,8549350
952877102_2016,4203032,952877102,10864,966205,15660595,92705,0,1888999,OLIVE CREST,0,06-30-2017,2016,20840696,5180101
952877102_2015,5054602,952877102,17333,797844,15325148,92705,0,1772273,OLIVE CREST,0,06-30-2016,2015,21194927,5869779
952877102_2014,3965729,952877102,67625,1129690,16073654,92705,0,2100567,OLIVE CREST,0,06-30-2015,2014,21236698,5163044
952877102_2013,3736113,952877102,76600,383135,15050240,0,0,1293855,OLIVE CREST,0,06-30-2014,2013,19246088,4195848
951869806_2021,372324,951869806,1540,0,20005029,92114,0,6675,LEGAL AID SOCIETY OF SAN DIEGO,0,06-30-2022,2021,20378893,373864
951869806_2020,2875583,951869806,2330,0,16520044,92114,0,0,LEGAL AID SOCIETY OF SAN DIEGO,0,06-30-2021,2020,19397957,2877913
951869806_2019,2669644,951869806,1859,0,14166199,92114,0,0,LEGAL AID SOCIETY OF SAN DIEGO,0,06-30-2020,2019,16837702,2671503
951869806_2018,3568421,951869806,3151,0,13243289,92114,0,0,LEGAL AID SOCIETY OF SAN DIEGO,0,06-30-2019,2018,16814861,3571572
951869806_2017,3883995,951869806,3609,15000,12367467,92114,0,0,LEGAL AID SOCIETY OF SAN DIEGO,0,06-30-2018,2017,16270071,3902604
951869806_2016,4108352,951869806,1677,10000,12558042,92114,0,19250,LEGAL AID SOCIETY OF SAN DIEGO,0,06-30-2017,2016,16678071,4120029
951869806_2015,5125303,951869806,2336,0,13495410,92114,0,9234,LEGAL AID SOCIETY OF SAN DIEGO,0,06-30-2016,2015,18623049,5127639
951869806_2014,3613017,951869806,3514,0,12988512,92114,0,0,LEGAL AID SOCIETY OF SAN DIEGO,0,06-30-2015,2014,16605043,3616531
951869806_2013,3759271,951869806,4012,0,10148597,0,0,0,LEGAL AID SOCIETY OF SAN DIEGO,0,06-30-2014,2013,13911880,3763283
953031682_2020,284250,953031682,0,0,1945475,92105,0,220883,ABLEDISABLED ADVOCACY INC,0,09-30-2021,2020,2229725,284250
953031682_2019,488151,953031682,0,0,2019536,92105,0,404620,ABLEDISABLED ADVOCACY INC,0,09-30-2020,2019,2507687,488151
953031682_2018,377739,953031682,0,0,1962090,92105,0,237256,ABLEDISABLED ADVOCACY INC,0,09-30-2019,2018,2339829,377739
953031682_2017,141338,953031682,0,0,1996303,92105,0,49843,ABLEDISABLED ADVOCACY INC,0,09-30-2018,2017,2137641,141338
953031682_2016,2076118,953031682,0,0,0,92105,0,0,ABLEDISABLED ADVOCACY INC,0,09-30-2017,2016,2076118,2076118
953031682_2015,16974,953031682,0,0,1677760,92105,0,0,ABLEDISABLED ADVOCACY INC,0,09-30-2016,2015,1694734,16974
953031682_2014,350076,953031682,0,0,1698955,92105,0,0,ABLEDISABLED ADVOCACY INC,0,09-30-2015,2014,2049031,350076
953031682_2013,304412,953031682,0,0,1662856,0,0,0,ABLEDISABLED ADVOCACY INC,0,09-30-2014,2013,1967268,304412
952422704_2021,400608,952422704,0,0,2333269,92111,0,0,ACCESS INC,0,06-30-2022,2021,2733877,400608
952422704_2020,346767,952422704,0,0,2479269,92111,0,0,ACCESS INC,0,06-30-2021,2020,2826036,346767
952422704_2019,54220,952422704,0,0,3237974,92111,0,0,ACCESS,0,06-30-2020,2019,3292194,54220
952422704_2018,155665,952422704,0,0,3128388,92111,0,0,ACCESS INC,0,06-30-2019,2018,3284053,155665
952422704_2017,229551,952422704,0,0,2983795,92111,0,0,ACCESS INC,0,06-30-2018,2017,3213346,229551
952422704_2016,205477,952422704,0,0,3075472,92111,0,0,ACCESS INC,0,06-30-2017,2016,3280949,205477
952422704_2015,142987,952422704,0,0,2146844,92111,0,0,ACCESS INC,0,06-30-2016,2015,2289831,142987
952422704_2014,158587,952422704,0,0,1945811,92111,0,0,ACCESS INC,0,06-30-2015,2014,2104398,158587
952422704_2013,11901,952422704,0,0,1846857,0,0,0,ACCESS INC,0,06-30-2014,2013,1858758,11901
952457354_2021,3256460,952457354,0,0,44408141,91911,0,2136983,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,0,12-31-2021,2021,47664601,3256460
952457354_2020,3522954,952457354,0,0,35941636,91911,0,2632688,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,0,12-31-2020,2020,39464590,3522954
952457354_2019,2434789,952457354,0,204555,35487026,91911,0,2298104,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,0,12-31-2019,2019,38126370,2639344
952457354_2018,2412572,952457354,0,35000,29811044,91911,0,1869374,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,0,12-31-2018,2018,32258616,2447572
952457354_2017,2269306,952457354,0,36800,27582015,91911,0,2049541,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,0,12-31-2017,2017,29888121,2306106
952457354_2016,2003551,952457354,0,16800,28532127,91911,0,1738321,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,0,12-31-2016,2016,30552478,2020351
952457354_2015,925726,952457354,0,125830,28333254,91911,0,893295,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,0,12-31-2015,2015,29384810,1051556
952457354_2013,254541,952457354,0,0,0,0,0,0,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY INC,0,12-31-2013,2013,254541,254541
330433314_2021,970523,330433314,0,521275,598626,92101,0,142849,NATIONAL CONFLICT RESOLUTION CENTER,0,06-30-2022,2021,2090424,1491798
330433314_2020,2067172,330433314,0,1200,462250,92101,0,15150,NATIONAL CONFLICT RESOLUTION CENTER,0,06-30-2021,2020,2530622,2068372
330433314_2019,986074,330433314,0,0,1178817,92101,0,0,NATIONAL CONFLICT RESOLUTION CENTER,0,06-30-2020,2019,2164891,986074
270447059_2021,229074,270447059,0,0,845519,92176,0,0,DREAMS FOR CHANGE INC,0,12-31-2021,2021,1074593,229074
270447059_2020,434903,270447059,0,0,717584,92176,0,0,DREAMS FOR CHANGE INC,0,12-31-2020,2020,1152487,434903
270447059_2019,421536,270447059,0,0,600504,92176,0,0,DREAMS FOR CHANGE,0,12-31-2019,2019,1022040,421536
270447059_2018,492397,270447059,0,0,345041,92176,0,0,DREAMS FOR CHANGE,0,12-31-2018,2018,837438,492397
270447059_2017,589875,270447059,0,0,13723,92176,0,0,DREAMS FOR CHANGE,0,12-31-2017,2017,603598,589875
270447059_2016,367905,270447059,0,0,0,92176,0,0,DREAMS FOR CHANGE,0,12-31-2016,2016,367905,367905
270447059_2015,363988,270447059,0,0,0,92176,0,0,DREAMS FOR CHANGE,0,12-31-2015,2015,363988,363988
270447059_2014,206298,270447059,0,0,0,92176,0,0,DREAMS FOR CHANGE,0,12-31-2014,2014,206298,206298
270447059_2013,82706,270447059,0,0,23051,0,0,0,DREAMS FOR CHANGE,0,12-31-2013,2013,105757,82706
942358632_2021,1186451,942358632,0,366680,16561736,92123,0,10000,WALDEN ENVIRONMENT DBA WALDEN FAMILY SERVICES,0,06-30-2022,2021,18114867,1553131
942358632_2020,833046,942358632,0,0,17100546,92123,0,3100,WALDEN ENVIRONMENT DBA WALDEN FAMILY SERVICES,0,06-30-2021,2020,17933592,833046
942358632_2019,658669,942358632,0,1071693,16055428,92123,0,35545,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,0,06-30-2020,2019,17785790,1730362
942358632_2018,441793,942358632,0,1007674,13353015,92123,0,681176,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,0,12-31-2018,2018,14802482,1449467
942358632_2017,252500,942358632,0,0,0,92123,0,0,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,0,12-31-2017,2017,252500,252500
942358632_2016,433600,942358632,0,0,0,92123,0,1200,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,0,12-31-2016,2016,433600,433600
942358632_2015,203057,942358632,0,0,0,92123,0,4040,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,0,12-31-2015,2015,203057,203057
942358632_2014,216481,942358632,0,0,0,92120,0,811,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,0,12-31-2014,2014,216481,216481
942358632_2013,101535,942358632,0,0,0,0,0,0,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,0,12-31-2013,2013,101535,101535
261712580_2022,7171594,261712580,0,0,0,92112,0,0,EQUALITY ALLIANCE OF SAN DIEGO,0,12-31-2022,2022,7171594,7171594
261712580_2021,4616925,261712580,0,72165,0,92112,0,0,EQUALITY ALLIANCE OF SAN DIEGO,0,12-31-2021,2021,4689090,4689090
261712580_2020,4179440,261712580,0,0,242800,92112,5050,0,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,0,12-31-2020,2020,4427290,4184490
261712580_2019,1800844,261712580,0,0,0,92112,9365,0,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,0,12-31-2019,2019,1810209,1810209
261712580_2018,2631980,261712580,0,0,0,92112,9375,0,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,0,12-31-2018,2018,2641355,2641355
261712580_2017,1624468,261712580,0,0,0,92112,0,0,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,0,12-31-2017,2017,1624468,1624468
261712580_2016,2424704,261712580,0,0,0,92112,0,0,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,0,12-31-2016,2016,2424704,2424704
261712580_2015,1236342,261712580,0,0,0,92112,0,0,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,0,12-31-2015,2015,1236342,1236342
261712580_2014,1558845,261712580,0,0,0,92112,0,0,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,0,12-31-2014,2014,1558845,1558845
261712580_2013,1294766,261712580,0,0,0,0,4050,0,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,0,12-31-2013,2013,1298816,1298816
330317950_2021,1487867,330317950,0,0,2407658,92108,0,0,COMMUNITY HOUSING WORKS,1275925,12-31-2021,2021,5171450,2763792
330317950_2020,1364328,330317950,0,0,1628956,92108,0,0,COMMUNITY HOUSING WORKS,3252996,12-31-2020,2020,6246280,4617324
330317950_2019,944973,330317950,0,0,1426417,92108,0,0,COMMUNITY HOUSING WORKS,2915400,12-31-2019,2019,5286790,3860373
330317950_2018,988317,330317950,0,0,5739760,92108,0,0,COMMUNITY HOUSING WORKS,0,12-31-2018,2018,6728077,988317
330317950_2017,557296,330317950,0,201036,847813,92108,0,0,COMMUNITY HOUSING WORKS,0,12-31-2017,2017,1606145,758332
330317950_2016,501953,330317950,0,178333,910318,92108,0,0,COMMUNITY HOUSING WORKS,0,12-31-2016,2016,1590604,680286
330317950_2015,1355637,330317950,0,0,2257896,92108,0,0,COMMUNITY HOUSING WORKS,0,12-31-2015,2015,3613533,1355637
330317950_2014,2127522,330317950,0,0,0,92108,0,0,COMMUNITY HOUSING WORKS,0,12-31-2014,2014,2127522,2127522
330317950_2013,3077285,330317950,0,0,0,0,0,0,COMMUNITY HOUSING WORKS,0,12-31-2013,2013,3077285,3077285
952213995_2021,899021,952213995,4791394,0,1368458,92123,0,0,UNITED WAY OF SAN DIEGO COUNTY,0,06-30-2022,2021,7058873,5690415
952213995_2020,742336,952213995,5536302,108400,1403862,92123,0,0,UNITED WAY OF SAN DIEGO COUNTY,0,06-30-2021,2020,7790900,6387038
952213995_2019,1812137,952213995,6556292,0,2803722,92123,0,7360,UNITED WAY OF SAN DIEGO COUNTY,0,06-30-2020,2019,11172151,8368429
952213995_2018,663710,952213995,7049076,70375,509810,92123,0,0,UNITED WAY OF SAN DIEGO COUNTY,0,06-30-2019,2018,8292971,7783161
952213995_2017,453929,952213995,7976397,0,79332,92123,0,143347,UNITED WAY OF SAN DIEGO COUNTY,0,06-30-2018,2017,8509658,8430326
952213995_2016,918225,952213995,11952024,107258,913342,92123,0,1833,UNITED WAY OF SAN DIEGO COUNTY,0,06-30-2017,2016,13890849,12977507
952213995_2015,754543,952213995,13299476,37500,901775,92123,0,10000,UNITED WAY OF SAN DIEGO COUNTY,0,06-30-2016,2015,14993294,14091519
952213995_2014,756087,952213995,14528801,19500,69775,92123,0,5761,UNITED WAY OF SAN DIEGO COUNTY,0,06-30-2015,2014,15374163,15304388
952213995_2013,2012161,952213995,14649278,17000,57024,0,0,23815,UNITED WAY OF SAN DIEGO COUNTY,0,06-30-2014,2013,16735463,16678439
272917644_2017,132638,272917644,0,0,0,92105,0,0,KAREN ORGANIZATION OF SAN DIEGO,0,12-31-2017,2017,135526,135526
330008269_2021,15265,330008269,0,0,11022640,92123,0,0,ADJOIN FORMERLY COMMUNITY CATALYSTS OF CA,0,12-31-2021,2021,11037905,15265
330008269_2020,136902,330008269,0,0,7508861,92111,0,0,COMMUNITY CATALYSTS OF CALIFORNIA,0,12-31-2020,2020,7645763,136902
330008269_2019,18835,330008269,0,0,4315826,92111,0,0,COMMUNITY CATALYSTS OF CALIFORNIA,0,12-31-2019,2019,4334661,18835
330008269_2018,15457,330008269,0,0,4486116,92111,0,0,COMMUNITY CATALYSTS OF CALIFORNIA,0,12-31-2018,2018,4501573,15457
330008269_2017,13450,330008269,0,0,4079963,92111,0,0,COMMUNITY CATALYSTS OF CALIFORNIA,0,12-31-2017,2017,4093413,13450
330008269_2016,14732,330008269,0,0,4117430,92111,0,0,COMMUNITY CATALYSTS OF CALIFORNIA,0,12-31-2016,2016,4132162,14732
330008269_2015,15146,330008269,0,0,2577779,92111,0,0,COMMUNITY CATALYSTS OF CALIFORNIA,0,12-31-2015,2015,2592925,15146
330008269_2014,23405,330008269,0,0,2111479,92111,0,0,COMMUNITY CATALYSTS OF CALIFORNIA,0,12-31-2014,2014,2134884,23405
330008269_2013,29269,330008269,0,0,1057513,0,0,0,COMMUNITY CATALYSTS OF CALIFORNIA,0,12-31-2013,2013,1086782,29269
952949636_2020,158572,952949636,0,0,0,92127,0,0,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,0,06-30-2021,2020,158572,158572
952949636_2019,0,952949636,0,0,132432,92127,0,0,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,0,06-30-2020,2019,132432,0
952949636_2018,0,952949636,0,0,161530,92127,0,0,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,0,06-30-2019,2018,161530,0
952949636_2017,0,952949636,0,0,139382,92127,0,0,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,0,06-30-2018,2017,139382,0
952949636_2016,0,952949636,0,0,141447,92127,0,0,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,0,06-30-2017,2016,141447,0
952949636_2015,0,952949636,0,0,320264,92127,0,0,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,0,06-30-2016,2015,320264,0
952949636_2014,0,952949636,0,0,433182,92127,0,0,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,0,06-30-2015,2014,433182,0
263405689_2015,559739,263405689,0,0,153154,92108,0,0,GENERATEHOPE INC,0,12-31-2015,2015,725208,572054
330553704_2021,9025,330553704,0,0,0,92020,0,0,SAN DIEGO EAST COUNTY CHAMBER FDN,0,06-30-2022,2021,9025,9025
330553704_2020,26081,330553704,0,0,0,92020,0,0,SAN DIEGO EAST COUNTY CHAMBER FDN,0,06-30-2021,2020,26081,26081
330553704_2019,270323,330553704,0,0,7000,92020,0,0,SAN DIEGO EAST COUNTY CHAMBER FDN,0,06-30-2020,2019,277323,270323
330623634_2021,301693,330623634,0,0,1404789,92104,0,0,TOWNSPEOPLE,0,12-31-2021,2021,1706482,301693
330623634_2020,118579,330623634,0,0,1222446,92103,0,0,TOWNSPEOPLE,0,12-31-2020,2020,1341025,118579
330623634_2019,25747,330623634,0,0,1043179,92103,0,0,TOWNSPEOPLE,0,12-31-2019,2019,1068926,25747
330623634_2018,128187,330623634,0,0,830118,92103,0,0,TOWNSPEOPLE,0,12-31-2018,2018,958305,128187
330623634_2017,18984,330623634,0,0,685289,92103,0,3430,TOWNSPEOPLE,0,12-31-2017,2017,704273,18984
330623634_2016,14274,330623634,0,0,732642,92103,0,0,TOWNSPEOPLE,0,12-31-2016,2016,746916,14274
330623634_2015,16277,330623634,0,0,450427,92103,0,0,TOWNSPEOPLE,0,12-31-2015,2015,466704,16277
330623634_2014,44853,330623634,0,0,326207,92103,0,0,TOWNSPEOPLE,0,12-31-2014,2014,371060,44853
330623634_2013,35474,330623634,0,0,595951,0,0,0,TOWNSPEOPLE,0,12-31-2013,2013,631425,35474
956379598_2021,850877,956379598,0,463831,5516946,92109,0,16256,CENTER FOR COMMUNITY SOLUTIONS,0,06-30-2022,2021,6831654,1314708
956379598_2020,1295828,956379598,0,493759,4983768,92109,0,21422,CENTER FOR COMMUNITY SOLUTIONS,0,06-30-2021,2020,6773355,1789587
956379598_2019,943753,956379598,0,169778,4963840,92109,0,50456,CENTER FOR COMMUNITY SOLUTIONS,0,06-30-2020,2019,6077371,1113531
956379598_2018,731655,956379598,0,431150,4702859,92109,0,33999,CENTER FOR COMMUNITY SOLUTIONS,0,06-30-2019,2018,5865664,1162805
956379598_2017,719296,956379598,0,286098,4101800,92109,0,35080,CENTER FOR COMMUNITY SOLUTIONS,0,06-30-2018,2017,5107194,1005394
956379598_2016,747187,956379598,0,180995,3654739,92109,0,91441,CENTER FOR COMMUNITY SOLUTIONS,0,06-30-2017,2016,4582921,928182
956379598_2015,596261,956379598,0,238746,3215028,92109,0,29180,CENTER FOR COMMUNITY SOLUTIONS,0,06-30-2016,2015,4050035,835007
